Nombre,Sexo,Comte Olimpico,Deporte,Edad,Altura (cm),Peso (kg),Mayor Presea
Pavel Janeek,M,CZE,Natacion,22,196,85,NA
Pavel Kelemen,M,CZE,Ciclismo,25,185,83,NA
Pavel Maslk,M,CZE,Atletismo,25,176,66,NA
Pavel Olegovich Kostromin,M,BLR,Box,25,176,69,NA
Pavel Pavlovich Eygel,M,RUS,Canotaje,26,178,81,NA
Pavel Pavlovich Sankovich,M,BLR,Natacion,26,182,77,NA
Pavel Petikov,M,CZE,Yudo,30,170,64,NA
Pavel Sergeyevich Kochetkov,M,RUS,Ciclismo,30,184,72,NA
Pavel Valeryevich Sozykin,M,RUS,Vela,28,SD,SD,NA
Pavel Vladimirovich Khodasevich,M,BLR,Halterofilia,23,173,85,NA
Pavel Vladimirovich Sukhov,M,RUS,Esgrima,28,179,75,NA
Pavle Kostov,M,CRO,Vela,28,180,82,NA
Pavlo Mykolaiovych Matsuiev,M,UKR,Vela,25,181,72,NA
Pavlo Serhiyovych Altukhov,M,UKR,Canotaje,20,185,90,NA
Pavlo Serhiyovych Korostylov,M,UKR,Tiro olimpico,18,186,100,NA
Pavlo Yuriyovych Tymoshchenko,M,UKR,Pentatlon moderno,29,192,78,2
Pavlos Kagialis,M,GRE,Vela,32,184,74,3
Pavlos Kontides,M,CYP,Vela,26,183,82,NA
Pavol Kopp,M,SVK,Tiro olimpico,37,183,74,NA
Pawe Fajdek,M,POL,Atletismo,27,186,126,NA
Pawe Juraszek,M,POL,Natacion,21,185,68,NA
Pawe Jzef Korzeniowski,M,POL,Natacion,31,192,82,NA
Pawe Kaczmarek,M,POL,Canotaje,20,183,85,NA
Pawe Koodziski,M,POL,Vela,28,190,83,NA
Pawe Tadeusz Spisak,M,POL,Equitacion,34,176,68,NA
Pawe Wiesioek,M,POL,Atletismo,24,190,90,NA
Pawe Wojciechowski,M,POL,Atletismo,27,190,85,NA
Pawe Zatorski,M,POL,Voleibol,26,184,73,NA
Pdraig Peter  Harrington,M,IRL,Golf,44,186,83,NA
Peamwilai Laopeam,F,THA,Box,32,163,51,NA
Pedro Abraham Rangel Hernndez,M,MEX,Voleibol,27,192,85,NA
Pedro Daniel Gmez Cruz,M,MEX,Atletismo,25,178,70,NA
Pedro Francisco Ceballos Fuentes,M,VEN,Lucha,25,180,86,NA
Pedro Henrique Gonalves da Silva,M,BRA,Canotaje,23,176,69,NA
Pedro Ibarra,M,ARG,Hockey,30,174,75,1
Pedro Luiz Burmann de Oliveira,M,BRA,Atletismo,24,180,83,NA
Pedro Manuel Tavares de Almeida,M,BRA,Equitacion,22,176,78,NA
Pedro Miguel Alves Pinotes,M,ANG,Natacion,26,185,70,NA
Pedro Miguel Assuno Martins,M,POR,Badminton,26,177,70,NA
Pedro Miguel Piriquito Isidro,M,POR,Atletismo,31,175,58,NA
Pedro Pascual Suitt,M,USA,Vela,20,185,70,NA
Pedro Salgado Collett Solberg,M,BRA,Voleibol de playa,30,194,95,NA
Pedro Veniss,M,BRA,Equitacion,33,181,66,NA
Pedrya Seymour,F,BAH,Atletismo,21,165,75,NA
Peer Borsky,M,SUI,Esgrima,25,192,80,NA
Peeter Olesk,M,EST,Tiro olimpico,23,179,70,NA
"Pei Lin ""Audrey"" Yong",F,SGP,Vela,21,156,50,NA
pela Pere,F,SLO,Natacion,19,158,50,NA
pela Ponomarenko Jani,F,SLO,Canotaje,34,169,65,NA
"Penelope ""Penny"" Oleksiak",F,CAN,Natacion,16,185,68,1
"Penelope Jane ""Penny"" Taylor (-Gil-)",F,AUS,Basquetbol,35,185,72,NA
Peng Fei,M,CHN,Lucha,24,184,89,NA
Peng Lin,F,CHN,Water Polo,21,183,73,NA
Peng Shuai,F,CHN,Tenis,30,173,61,NA
Peng Yang,F,CHN,Hockey,24,163,59,NA
Perennes Paulette Ruddy Zang-Milama,F,GAB,Atletismo,29,156,53,NA
Pernilla Lindberg,F,SWE,Golf,30,165,60,NA
Pernille Blume,F,DEN,Natacion,22,170,58,1
Perrine Clauzel,F,FRA,Ciclismo,22,155,47,NA
Perry Baker,M,USA,Rugby 7,30,185,82,NA
Peruth Chemutai,F,UGA,Atletismo,17,SD,SD,NA
Petar Cupa,M,CRO,Vela,36,182,77,NA
Petar Gora,M,CRO,Tiro olimpico,28,180,82,NA
Petar Tomaevi,M,FRA,Water Polo,27,192,100,NA
"Peter ""Pete"" Reed",M,GBR,Remo,35,197,100,1
Peter Bol,M,AUS,Atletismo,22,177,63,NA
Peter Burling,M,NZL,Vela,25,186,82,1
Peter Caruth,M,IRL,Hockey,28,173,73,NA
Peter Chambers,M,GBR,Remo,26,186,72,NA
Peter Gelle,M,SVK,Canotaje,31,183,82,NA
Peter Joppich,M,GER,Esgrima,33,176,68,NA
Peter kantr,M,SVK,Canotaje,34,182,78,1
Peter Kauzer,M,SLO,Canotaje,32,177,70,2
Peter Lambert,M,GBR,Remo,29,190,90,NA
"Peter Lombard, II",M,GUM,Ciclismo,40,170,73,NA
Peter Matthews,M,JAM,Atletismo,26,188,84,2
Peter Mllenberg,M,NED,Box,28,183,81,NA
Peter Mungai Warui,M,KEN,Box,35,152,49,NA
Peter Noel Jan Wiersum,M,NED,Remo,31,173,55,3
Peter Sagan,M,SVK,Ciclismo,26,182,79,NA
Peter Taua Elisa Henry,M,COK,Vela,25,170,82,NA
Peter Taylor,M,NZL,Remo,32,189,70,NA
Peter van der Noort van Schie,M,NED,Remo,28,200,98,NA
Peterson dos Santos,M,BRA,Atletismo,25,181,70,NA
Petit David Minkoumba,M,CMR,Halterofilia,27,171,94,NA
Petr Frydrych,M,CZE,Atletismo,28,200,100,NA
Petr Koukal,M,CZE,Badminton,30,192,92,NA
Petr Svoboda,M,CZE,Atletismo,31,195,90,NA
Petr Vako,M,CZE,Ciclismo,24,180,70,NA
Petra Fontanive,F,SUI,Atletismo,27,170,60,NA
Petra Kvitov,F,CZE,Tenis,26,183,70,3
Petra Lovas,F,HUN,Tenis de mesa,36,158,48,NA
Petra Maarit Olli,F,FIN,Lucha,22,163,64,NA
Petra Zublasing,F,ITA,Tiro olimpico,27,165,55,NA
Petrea Webster,F,NZL,Hockey,28,165,56,NA
Petrissa Solja,F,GER,Tenis de mesa,22,168,67,2
Petro Paxnyuk,M,AZE,Gimnasia,24,173,64,NA
"Petrus Johannes ""Pieter-Jan"" Postma",M,NED,Vela,34,189,99,NA
Petter Menning (strm-),M,SWE,Canotaje,28,187,92,NA
Pezhman Ghalehnoei,M,IRI,Atletismo,24,190,96,NA
Phan Th H Thanh,F,VIE,Gimnasia,24,160,48,NA
Phannapa Harnsujin,F,THA,Taekwondo,18,172,57,NA
Phara Anacharsis,F,FRA,Atletismo,32,177,58,NA
Phelan Peter Hill,M,GBR,Remo,37,172,55,1
Phetetso Monese,M,LES,Ciclismo,31,SD,SD,NA
Phil Burgess,M,GBR,Rugby 7,28,180,92,2
Philadelphia Olando,F,KEN,Rugby 7,26,154,72,NA
Philip Enrique Perseus Karlstrm,M,SWE,Atletismo,26,184,73,NA
Philip Hindes,M,GBR,Ciclismo,23,178,82,1
Philip Marvin Heintz,M,GER,Natacion,25,194,85,NA
Philip Milanov,M,BEL,Atletismo,25,198,110,NA
Philip Stenmalm,M,SWE,Balonmano,24,200,103,NA
Philipine van Aanholt,F,ARU,Vela,24,171,65,NA
Philipp Buhl,M,GER,Vela,26,187,85,NA
Philipp Eberhard Kohlschreiber,M,GER,Tenis,32,178,70,NA
Philipp Max,M,GER,Futbol,22,177,76,2
Philipp Pflieger,M,GER,Atletismo,29,188,70,NA
Philipp Wolf,M,GER,Natacion,23,196,96,NA
"Philippa Rachel ""Pippa"" Funnell (Nolan-)",F,GBR,Equitacion,47,168,68,NA
Philippe Gagn,M,CAN,Clavados,18,180,68,NA
Philippe Gilbert,M,BEL,Ciclismo,34,179,72,NA
Philippe Rozier,M,FRA,Equitacion,53,173,63,1
"Philippus Albertus Borman ""Philip"" Snyman",M,RSA,Rugby 7,29,188,95,3
Phillip Hung Chew,M,USA,Badminton,22,173,91,NA
Phillip Kipyeko,M,UGA,Atletismo,21,SD,SD,NA
"Phillip Peter ""Phil"" Dalhausser",M,USA,Voleibol de playa,36,206,93,NA
Phillip Peter Dutton,M,USA,Equitacion,52,168,68,3
Phillipp Wende,M,GER,Remo,31,199,90,1
Phm Phc Hng,M,VIE,Gimnasia,28,165,55,NA
Phumlani Nkosinathi Ntshangase,M,RSA,Futbol,21,176,71,NA
Phumlile Ndzinisa,F,SWZ,Atletismo,23,170,57,NA
Phupu Lamu Khatri,F,NEP,Yudo,19,163,63,NA
Phuttharaksa Nikree,F,THA,Remo,42,166,67,NA
Phylicia George,F,CAN,Atletismo,28,178,65,NA
Phyllis Chanez Francis,F,USA,Atletismo,24,180,72,1
Pia-Sophie Oldhafer,F,GER,Hockey,24,166,55,3
Pier Paolo Petroni,M,ITA,Pentatlon moderno,29,180,70,NA
Piero Codia,M,ITA,Natacion,26,190,80,NA
Pierpaolo Frattini,M,ITA,Remo,32,192,92,NA
Pierre Duprat,M,FRA,Yudo,26,175,73,NA
Pierre Houin,M,FRA,Remo,22,182,74,1
Pierre Le Coq,M,FRA,Vela,27,186,72,3
Pierre Le Corre,M,FRA,Triatlon,26,176,65,NA
Pierre Plihon,M,FRA,Tiro con arco,26,184,130,NA
Pierre Pujol,M,FRA,Voleibol,32,186,90,NA
Pierre Volla,M,FRA,Equitacion,35,171,69,NA
Pierre-Ambroise Bosse,M,FRA,Atletismo,24,185,68,NA
Pierre-Clestin Nihorimbere,M,BDI,Atletismo,23,167,55,NA
Pierre-Gilles Lakafia,M,FRA,Rugby 7,29,183,95,NA
Pierre-Hugues Herbert,M,FRA,Tenis,25,188,79,NA
"Pieter ""Piet"" Bulling",M,NZL,Ciclismo,23,179,77,NA
Pieter Braun,M,NED,Atletismo,23,186,83,NA
"Pieter Gilles ""Mechiel"" Versluis",M,NED,Remo,29,197,95,3
Pieter Timmers,M,BEL,Natacion,28,200,89,2
Pieter-Jan Hannes,M,BEL,Atletismo,23,186,72,NA
Pietro Figlioli,M,ITA,Water Polo,32,191,98,3
Pietro Roman,M,ITA,Equitacion,26,178,72,NA
Pietro Willy Ruta,M,ITA,Remo,28,185,70,NA
Pietro Zucchetti,M,ITA,Vela,35,188,82,NA
Pilar Lucrecia Cordn Muro,F,ESP,Equitacion,43,175,58,NA
Pilar Shimizu,F,GUM,Natacion,20,168,61,NA
Pim-On Klaisuban,F,THA,Tiro olimpico,24,167,75,NA
Pimsiri Sirikaew,F,THA,Halterofilia,26,152,58,2
Ping Li,M,QAT,Tenis de mesa,30,178,65,NA
Piotr Daniluk,M,POL,Tiro olimpico,34,175,72,NA
Piotr Juszczak,M,POL,Remo,28,197,94,NA
Piotr Kantor,M,POL,Voleibol de playa,24,200,90,NA
Piotr Lisek,M,POL,Atletismo,23,194,92,NA
Piotr Maachowski,M,POL,Atletismo,33,193,130,2
Piotr Myszka,M,POL,Vela,35,186,74,NA
Piotr Nowakowski,M,POL,Voleibol,28,205,90,NA
Piotr Paziski,M,POL,Taekwondo,28,187,80,NA
Piotr Szczepaski,M,POL,Canotaje,28,180,76,NA
Piotr Wyszomirski,M,POL,Balonmano,28,195,95,NA
Pippa Hayward,F,NZL,Hockey,26,176,69,NA
Pirmammad Sadiyarovich Aliyev,M,KAZ,Trampolin,18,170,63,NA
Pita Nikolas Taufatofua,M,TGA,Taekwondo,32,192,100,NA
Pl Vitalis Joensen,M,DEN,Natacion,25,180,75,NA
Pmella Nascimento de Oliveira,F,BRA,Triatlon,28,165,60,NA
Pnlope Leprvost,F,FRA,Equitacion,36,175,55,1
Pol Arias Dourdet,M,AND,Natacion,19,175,80,NA
Pol Moya Betriu,M,AND,Atletismo,19,178,62,NA
Pol Pla Vegu,M,ESP,Rugby 7,23,177,75,NA
Polat Kemboi Arkan,M,TUR,Atletismo,25,175,59,NA
Poliana Barbosa Medeiros,F,BRA,Futbol,25,172,60,NA
Poliana Okimoto-Cintra,F,BRA,Natacion,33,165,52,3
Polina Viktorovna Kuznetsova (Vyakhireva-),F,RUS,Balonmano,29,168,60,1
Polina Viktorovna Repina,F,KAZ,Atletismo,26,170,50,NA
Polina Yuryevna Mikhaylova,F,RUS,Tenis de mesa,29,168,60,NA
Polly Ann M. Swann,F,GBR,Remo,28,185,76,2
Polona Batagelj,F,SLO,Ciclismo,27,173,53,NA
Polona Hercog,F,SLO,Tenis,25,183,71,NA
Poon Lok Yan,F,HKG,Badminton,24,169,56,NA
Poonam Rani,F,IND,Hockey,23,152,53,NA
Popole Misenga,M,ROT,Yudo,24,180,90,NA
Popoola Sodiq Saliu,M,NGR,Futbol,21,170,51,3
Pornanong Phatlum,F,THA,Golf,26,160,55,NA
Porntip Buranaprasertsuk,F,THA,Badminton,24,165,61,NA
Portia Woodman,F,NZL,Rugby 7,25,169,74,2
Pourya Norouziyan,M,IRI,Tiro olimpico,24,175,70,NA
Pr Hkan Gerell,M,SWE,Tenis de mesa,34,174,68,NA
Prakash Nanjappa,M,IND,Tiro olimpico,40,175,85,NA
Praneel Naidu,M,FIJ,Futbol,21,176,70,NA
Prarthana Gulabrao Thombare,F,IND,Tenis,22,165,58,NA
Praveen Jordan,M,INA,Badminton,23,183,88,NA
Predrag Filipovi,M,SRB,Atletismo,37,182,72,NA
Predrag Joki,M,MNE,Water Polo,33,188,102,NA
Preeti Dubey,F,IND,Hockey,18,166,53,NA
Prenam Pesse,F,TOG,Atletismo,18,SD,SD,NA
Prevdorjiin Orkhon,F,MGL,Lucha,22,163,63,NA
Prevjargalyn Lkhamdegd,F,MGL,Yudo,29,180,80,NA
Prevjavyn Temjin,M,MGL,Taekwondo,22,173,63,NA
Primo Rogli,M,SLO,Ciclismo,26,177,66,NA
Priscilla Andreia Stevaux Carnaval,F,BRA,Ciclismo,22,156,58,NA
Priscilla Frederick,F,ANT,Atletismo,27,178,68,NA
Priscilla Gneto,F,FRA,Yudo,25,164,52,NA
Prviz Barov,M,AZE,Box,22,177,69,NA
Przemysaw Krajewski,M,POL,Balonmano,29,184,87,NA
Przemysaw Marian Wacha,M,POL,Badminton,35,181,81,NA
Pter Bcsi,M,HUN,Lucha,33,175,82,NA
Pter Bernek,M,HUN,Natacion,24,193,83,NA
Pter Holoda,M,HUN,Natacion,20,196,90,NA
Pter Molnr,M,HUN,Canotaje,30,188,88,NA
Pter Nagy,M,HUN,Halterofilia,30,192,160,NA
Pter Sidi,M,HUN,Tiro olimpico,37,180,87,NA
Pter Somfai,M,HUN,Esgrima,36,188,85,3
Pu Qifeng,M,CHN,Tiro olimpico,30,184,80,NA
Purevjavyn nrbat,M,MGL,Lucha,28,170,80,NA
"Pusarla Venkata ""P. V."" Sindhu",F,IND,Badminton,21,179,65,2
Puttita Supajirakul,F,THA,Badminton,20,184,72,NA
Pyotr Mukhamedovich Khamukov,M,RUS,Box,25,177,81,NA
Pyotr Petrovich Asayonok,M,BLR,Halterofilia,23,165,85,NA
Qais Dad Ashfaq,M,GBR,Box,23,170,56,NA
Qendrim Guri,M,KOS,Ciclismo,22,175,70,NA
Qi Yuhong,F,CHN,Tiro con arco,26,166,78,NA
Qian Li,F,POL,Tenis de mesa,30,160,54,NA
Qiangbing Li,F,AUT,Tenis de mesa,31,166,49,NA
Qiao Sen,M,CHN,Taekwondo,26,197,85,NA
Qieyang Shenjie,F,CHN,Atletismo,25,160,45,NA
Qin Chenlu,M,CHN,Ciclismo,23,175,70,NA
Qin Kai,M,CHN,Clavados,30,170,65,3
Qiu Bo,M,CHN,Clavados,23,165,58,NA
Qiu Ziao,M,CHN,Natacion,17,182,67,NA
Quadri Aruna,M,NGR,Tenis de mesa,27,180,81,NA
Quah Ting Wen,F,SGP,Natacion,23,175,60,NA
Quah Zheng Wen,M,SGP,Natacion,19,179,79,NA
Quedjau Frantsyskovych Nhabali,M,UKR,Yudo,26,187,90,NA
Quentin Rew,M,NZL,Atletismo,32,174,60,NA
Quinta Steenbergen,F,NED,Voleibol,31,189,75,NA
R. M. Sumeda Ranasinghe,M,SRI,Atletismo,25,182,82,NA
Rababe Arafi,F,MAR,Atletismo,25,167,52,NA
Rabia Glec,F,GER,Taekwondo,22,175,62,NA
Race Alick Reid Imboden,M,USA,Esgrima,23,185,75,3
Rachael Alexis Adams,F,USA,Voleibol,26,188,81,3
Rachael Lynch,F,AUS,Hockey,30,179,68,NA
Rachael Mbogo Adhiambo,F,KEN,Rugby 7,33,170,64,NA
Rachel Dawson,F,USA,Hockey,31,178,68,NA
Rachel Elizabeth Cawthorn,F,GBR,Canotaje,27,177,70,NA
Rachel Fattal,F,USA,Water Polo,22,173,65,1
Rachel Jarry,F,AUS,Basquetbol,24,186,77,NA
Rachel Neylan,F,AUS,Ciclismo,34,169,52,NA
Rachel Nicol,F,CAN,Natacion,23,160,61,NA
Rachel Shamiso Klamer,F,NED,Triatlon,25,166,51,NA
Rachel Tallent,F,AUS,Atletismo,23,167,54,NA
Rachele Bruni,F,ITA,Natacion,25,170,59,2
Rachid Ait Atmane,M,ALG,Futbol,23,190,76,NA
Rachid Kisri,M,MAR,Atletismo,41,179,60,NA
Rachid Sidib,M,BUR,Yudo,25,177,119,NA
Racquel Sheath,F,NZL,Ciclismo,21,165,57,NA
Radek Juka,M,CZE,Atletismo,23,194,84,NA
Radek tpnek,M,CZE,Tenis,37,186,79,3
Radhouane Chebbi,M,TUN,Lucha,30,184,125,NA
Radik sayev,M,AZE,Taekwondo,26,200,93,1
Radmila Miljani-Petrovi,F,MNE,Balonmano,28,157,60,NA
Radomyos Matjiur,M,THA,Natacion,28,180,81,NA
Radosaw Baran,M,POL,Lucha,26,177,97,NA
Radosaw Kawcki,M,POL,Natacion,24,189,76,NA
Radoslava Yankova Mavrodieva,F,BUL,Atletismo,29,176,94,NA
Radu Albot,M,MDA,Tenis,26,175,70,NA
Rafa Augustyn,M,POL,Atletismo,32,180,82,NA
Rafa Buszek,M,POL,Voleibol,29,195,92,NA
Rafa Fedaczyski,M,POL,Atletismo,35,168,58,NA
Rafa Majka,M,POL,Ciclismo,26,173,61,3
Rafa Omelko,M,POL,Atletismo,27,195,75,NA
Rafa Rosolski,M,POL,Canotaje,25,188,86,NA
Rafa Sarnecki,M,POL,Ciclismo,26,175,81,NA
Rafael Alcntara do Nascimento,M,BRA,Futbol,23,172,65,1
Rafael Antonio Lacayo Paladino,M,NCA,Tiro olimpico,17,178,59,NA
Rafael Augusto Buzacarini,M,BRA,Yudo,24,183,100,NA
Rafael Cabrera Bello,M,ESP,Golf,32,187,83,NA
Rafael Carlos da Silva,M,BRA,Yudo,29,203,160,3
Rafael Da Costa Capote,M,QAT,Balonmano,28,196,109,NA
Rafael Estevo Hettsheimeir,M,BRA,Basquetbol,30,208,120,NA
Rafael Freire Luz,M,BRA,Basquetbol,24,188,85,NA
Rafael Nadal Parera,M,ESP,Tenis,30,185,80,1
Rafael Oliveira Andrade,M,BRA,Trampolin,30,168,58,NA
Rafael Roberto Quintero Daz,M,PUR,Clavados,22,180,68,NA
Rafael Yunier Alba Castillo,M,CUB,Taekwondo,22,202,87,NA
Rafaela Lopes Silva,F,BRA,Yudo,24,169,57,1
Rafaelle Leone Carvalho de Souza,F,BRA,Futbol,25,175,57,NA
Rafith Rodrguez Lleneres,M,COL,Atletismo,27,190,75,NA
Ragab Abdelhay Saad Abdelrazek Abdallah,M,EGY,Halterofilia,25,170,94,NA
Raghunath Vokkaliga Ramachandra,M,IND,Hockey,27,179,89,NA
Ragna Agerup,F,NOR,Vela,21,168,SD,NA
Rahel Fseha Gebresilassie,F,ETH,Natacion,20,160,55,NA
Raheleh Asemani,F,BEL,Taekwondo,27,171,59,NA
Rahma Ben Ali,F,TUN,Taekwondo,22,159,55,NA
Raiber Jos Rodrguez Orozco,M,VEN,Lucha,25,168,69,NA
Raijieli Daveua,F,FIJ,Rugby 7,24,SD,69,NA
Raiza Goulo Henrique,F,BRA,Ciclismo,25,168,56,NA
Rajeev Ram,M,USA,Tenis,32,193,84,2
Ral Csar Machacuay Huamn,M,PER,Atletismo,33,165,57,NA
Ral Hernndez Hidalgo,M,CUB,Remo,23,190,71,NA
Ral Lpez Gmez,M,MEX,Futbol,23,184,74,NA
Ral Manuel Pacheco Mendoza,M,PER,Atletismo,37,167,55,NA
Ralf Buchheim,M,GER,Tiro olimpico,32,183,72,NA
Ralph Goveia Assafrao,M,ZAM,Natacion,20,178,77,NA
Ralph John Mattias Zakrisson,M,SWE,Balonmano,25,178,89,NA
Ramadan Darwish Ramadan Darwish,M,EGY,Yudo,28,188,100,NA
Ramandeep Singh,M,IND,Hockey,23,179,70,NA
Rami Anis,M,ROT,Natacion,25,178,78,NA
Rami Antero Hietaniemi,M,FIN,Lucha,33,180,92,NA
Ramil Guliyev,M,TUR,Atletismo,26,186,80,NA
Ramiro Quintana,M,ARG,Equitacion,39,172,70,NA
Ramn Pileta Tamayo,M,HON,Yudo,39,185,130,NA
Ramnas Navardauskas,M,LTU,Ciclismo,28,190,78,NA
Ramon Gittens,M,BAR,Atletismo,29,180,79,NA
Ramu Tokashiki,F,JPN,Basquetbol,25,191,85,NA
Rana Nakano,F,JPN,Trampolin,18,157,43,NA
Randy Jos Ler Bell,M,CUB,Gimnasia,20,173,72,NA
Rani Rampal,F,IND,Hockey,21,160,60,NA
Ranokhon Omonova,F,UZB,Natacion,22,174,62,NA
Ranomi Kromowidjojo,F,NED,Natacion,25,180,72,NA
Raphael Marcel Holzdeppe,M,GER,Atletismo,26,183,78,NA
Raphal Gagn,M,CAN,Ciclismo,29,173,67,NA
Raphal Stacchiotti,M,LUX,Natacion,24,183,78,NA
Raquel Cristina Kochhann,F,BRA,Rugby 7,23,172,70,NA
Raquel Fernandes dos Santos,F,BRA,Futbol,25,160,56,NA
Raquel Gonzlez Campos,F,ESP,Atletismo,26,168,58,NA
Rasa Drazdauskait,F,LTU,Atletismo,35,173,58,NA
Rashid Sadullayevich Yunusmetov,M,KAZ,Tiro olimpico,37,180,100,NA
Rashid Salih Hamad Al-Athba,M,QAT,Tiro olimpico,28,182,85,NA
Rasmus Christian Quaade,M,DEN,Ciclismo,26,187,78,3
Rasmus Mgi,M,EST,Atletismo,24,187,77,NA
Rasmus Nicolai Quist Hansen,M,DEN,Remo,36,173,72,NA
Rassa Nasser,F,CMR,Voleibol,26,173,73,NA
Ratchanok Intanon,F,THA,Badminton,21,169,59,NA
Rattikan Kulnoi,F,THA,Halterofilia,23,157,63,NA
Ratu Savenaca Robosenawainibuka Nakalevu,M,FIJ,Futbol,22,170,70,NA
Ratu Tevita Waranaivalu,M,FIJ,Futbol,20,172,72,NA
"Raul ""Raulzinho"" Togni Neto",M,BRA,Basquetbol,24,192,82,NA
Raul Must,M,EST,Badminton,28,176,70,NA
Raven Saunders,F,USA,Atletismo,20,165,109,NA
Ravinder Khatri,M,IND,Lucha,24,180,85,NA
Ray Bassil,F,LIB,Tiro olimpico,27,175,65,NA
"Rayderley Miguel ""Ray"" Zapata Santana",M,ESP,Gimnasia,23,169,71,NA
Raymond Kibet,M,KEN,Atletismo,20,185,64,NA
Raymond Ovinou,M,PNG,Yudo,31,169,68,NA
Rayssa Costa de Oliveira,F,BRA,Esgrima,25,176,63,NA
Rayton Nduku Okwiri,M,KEN,Box,30,172,69,NA
Rbert Mike,M,HUN,Canotaje,32,176,80,NA
Rebeca Lissette Quinteros Ortz,F,ESA,Natacion,18,SD,SD,NA
Rebeca Rodrigues de Andrade,F,BRA,Gimnasia,17,151,46,NA
"Rebecca Angharad ""Becky"" James",F,GBR,Ciclismo,24,171,66,2
"Rebecca Elizabeth ""Becky"" Sauerbrunn",F,USA,Futbol,31,170,64,NA
Rebecca Gallantree,F,GBR,Clavados,31,166,60,NA
Rebecca Henderson,F,AUS,Ciclismo,24,158,49,NA
Rebecca Heyliger,F,BER,Natacion,23,161,54,NA
Rebecca Howard,F,CAN,Equitacion,37,162,70,NA
"Rebecca Lauren ""Beckie"" Downie",F,GBR,Gimnasia,24,156,55,NA
Rebecca Ndolo Muambo,F,CMR,Lucha,31,152,48,NA
Rebecca Quinn,F,CAN,Futbol,20,176,66,3
Rebecca Scown,F,NZL,Remo,32,178,70,2
Rebecca Tavo,F,FIJ,Rugby 7,33,172,75,NA
"Rebeka ""Rebii"" Simon",F,GBR,Canotaje,20,175,70,NA
Rebeka Koha,F,LAT,Halterofilia,18,157,52,NA
Rebekah Ashley Stott,F,NZL,Futbol,23,172,70,NA
Rebekah Jade Tiler,F,GBR,Halterofilia,17,163,65,NA
Rebekka Haase,F,GER,Atletismo,23,170,58,NA
Rechael Tonjor,F,NGR,Natacion,24,168,57,NA
Reda Abdalaati Iguider,M,MAR,Atletismo,29,173,57,NA
Reda Benbaziz,M,ALG,Box,22,175,60,NA
Reem Mansour,F,EGY,Tiro con arco,22,169,76,NA
Reem Mohamed Hussein El-Sayed Kassem,F,EGY,Natacion,20,175,75,NA
Refiloe Jane,F,RSA,Futbol,23,168,55,NA
Regan Gough,M,NZL,Ciclismo,19,183,71,NA
Regan Lamble,F,AUS,Atletismo,24,174,55,NA
Regan Ware,M,NZL,Rugby 7,21,184,93,NA
Regine Tugade,F,GUM,Atletismo,18,165,50,NA
Rei Higuchi,M,JPN,Lucha,20,163,63,2
Reid Coolsaet,M,CAN,Atletismo,37,173,62,NA
Reiko Takeda,F,JPN,Equitacion,31,151,48,NA
Rein Taarame,M,EST,Ciclismo,29,185,75,NA
Reinder Aart Nummerdor,M,NED,Voleibol de playa,39,194,88,NA
Reineris Salas Prez,M,CUB,Lucha,29,180,86,NA
Reinhardt van Rensburg,M,RSA,Atletismo,24,185,73,NA
Reinier Estpinan Gmez,M,CUB,Tiro olimpico,33,170,72,NA
Reinier Torres Riveaux,M,CUB,Canotaje,26,182,85,NA
Rejoice Kapfumvuti,F,ZIM,Futbol,24,160,53,NA
rem Karamete,F,TUR,Esgrima,23,167,60,NA
Remigijus Kanys,M,LTU,Atletismo,29,173,62,NA
Ren Cancan,F,CHN,Box,28,167,51,3
Ren Enders,M,GER,Ciclismo,29,165,77,NA
Ren Holten Poulsen,M,DEN,Canotaje,27,188,92,NA
Ren Lpez Lizarazo,M,COL,Equitacion,52,168,70,NA
Ren Mengqian,F,CHN,Atletismo,22,175,66,NA
Ren Philippe Kouassi,M,CIV,Tiro con arco,36,190,83,NA
Ren Pranz,M,AUT,Esgrima,30,184,76,NA
Ren Qian,F,CHN,Clavados,15,162,49,1
Ren Tebbel,M,UKR,Equitacion,47,182,84,NA
Ren Toft Hansen,M,DEN,Balonmano,31,200,105,1
Ren Wenjun,F,CHN,Canotaje,24,175,67,NA
Renaldas Seibutis,M,LTU,Basquetbol,31,196,83,NA
Renat Malikovich Saidov,M,RUS,Yudo,27,210,101,NA
Renato Rezende,M,BRA,Ciclismo,25,171,72,NA
Renato Soares de Oliveira Augusto,M,BRA,Futbol,28,186,90,1
Renato Tastardi Portella,M,BRA,Tiro olimpico,53,165,74,NA
Renaud Lavillenie,M,FRA,Atletismo,29,177,71,2
Rene Eykens,F,BEL,Atletismo,20,170,54,NA
Reneta Kamberova,F,BUL,Gimnasia ritmica,25,170,53,3
Renick James,M,BIZ,Yudo,28,180,91,NA
Renjith Maheshwary,M,IND,Atletismo,30,184,79,NA
Renta Tobai Sike,F,HUN,Tiro olimpico,38,180,67,NA
Renuka Yadav,F,IND,Hockey,22,159,53,NA
Renzo Jair Tjon A Joe,M,SUR,Natacion,21,193,80,NA
Renzo Len Garca,M,PER,Remo,25,186,71,NA
Renzo Pasquale Zeglio Agresta,M,BRA,Esgrima,31,181,76,NA
Repo Terciuos Malepe,M,RSA,Futbol,19,179,65,NA
Reshmie Oogink,F,NED,Taekwondo,26,179,72,NA
